id,geo__place_id,author_id,created_at,text,place_info__full_name,place_info__id,place_info__place_type,place_info__geo__type,place_info__geo__bbox__001,place_info__geo__bbox__002,place_info__geo__bbox__003,place_info__geo__bbox__004,place_info__name,geo__coordinates__type,longitude,latitude
1.3748E+18,2615344c84ed87ee,281708070,2021-03-24T19:12:43.000Z,https://t.co/G2wPuLnAd3,"Oshawa, Ontario",2615344c84ed87ee,city,Feature,-78.959206,43.614586,-78.68523,44.047385,Oshawa,Point,-78.822218,43.8309855
1.3748E+18,206c436ce43a43a3,51318900,2021-03-24T19:09:29.000Z,Gabriel es el tío de mi gran amiga @vickydebango y todos podemos apoyar! Gracias!!! Ayudemos a Gabriel con tratamiento Covid19 https://t.co/9wKL5o1rSr,"Madrid, Spain",206c436ce43a43a3,city,Feature,-3.8890049,40.3120713,-3.5180102,40.6435181,Madrid,Point,-3.70350755,40.4777947
1.3748E+18,011add077f4d2da3,98999076,2021-03-24T19:03:42.000Z,"Read, Share, and Donate 🙏🏼😢\n\n#JusticeForMaggie #NYC #NewHampshire \n\nhttps://t.co/atwbUeTnbs","Brooklyn, NY",011add077f4d2da3,city,Feature,-74.041878,40.570842,-73.855673,40.739434,Brooklyn,Point,-73.9487755,40.655138
1.3748E+18,2fbecaad4fd6b148,7.71084E+17,2021-03-24T18:54:58.000Z,I'm raising money for Million steps in April for cancer. Click to Donate https://t.co/36cyhVxHxh,"Higher Penwortham, England",2fbecaad4fd6b148,city,Feature,-2.755316,53.7152153,-2.690196,53.758024,Higher Penwortham,Point,-2.722756,53.73661965
1.3748E+18,2fbecaad4fd6b148,8.8374E+17,2021-03-24T18:54:44.000Z,I'm raising money for Million steps in April for cancer. Click to Donate https://t.co/Z9R8OXvX6n,"Higher Penwortham, England",2fbecaad4fd6b148,city,Feature,-2.755316,53.7152153,-2.690196,53.758024,Higher Penwortham,Point,-2.722756,53.73661965
1.3748E+18,3b3f7f91b62a8591,341552944,2021-03-24T18:49:52.000Z,139km covered so far\n431010 steps this month \nOne week to go\n35km to go\nPlease support where you can \n#5Kaday\n#airambulance \n\nhttps://t.co/yi8hEfOZHS,"Crumlin, Northern Ireland",3b3f7f91b62a8591,city,Feature,-6.2308168,54.6125401,-6.2004719,54.6273197,Crumlin,Point,-6.21564435,54.6199299
1.37479E+18,7877b7cacbcfb0fd,1.27837E+18,2021-03-24T18:40:22.000Z,Please support my GoFundMe campaign: https://t.co/3LqXFInbuO @gofundme https://t.co/8qiIIzyJIo,"Prairie du Sac, WI",7877b7cacbcfb0fd,city,Feature,-89.7539667,43.2818994,-89.7150625,43.3003418,Prairie du Sac,Point,-89.7345146,43.2911206
1.37479E+18,011a942e0a0e8fb2,1.03782E+18,2021-03-24T18:39:16.000Z,Niah’s Aquagenic Pruritus Treatment https://t.co/Hn14iVxz86,"Lagos, Nigeria",011a942e0a0e8fb2,admin,Feature,2.7063037,6.3703877,4.350022,6.6985461,Lagos,Point,3.52816285,6.5344669
1.37479E+18,75ca7c28fdbeca9a,1.24568E+18,2021-03-24T18:37:43.000Z,"@StickyFingersCF @gofundme @Sacha_Lord &amp; just a reminder, there’s a meeting at 7pm tonight... \nthis group is the official body for independent hospitality in Wales now and has done incredible things since its creation, over thousands of hours of work, blood sweat &amp; tears, literally.\nReally would urge you to join https://t.co/4mA9m8R2kd","Llantrisant, Wales",75ca7c28fdbeca9a,city,Feature,-3.4072603,51.5181498,-3.358563,51.5455914,Llantrisant,Point,-3.38291165,51.5318706
1.37479E+18,0137799d4f960b21,9.92406E+17,2021-03-24T18:31:49.000Z,Se lo suplico se lo ruegoBanco Venezuela0102\n01020219110108812074\nCédula 19133967\n04143487104\nTengo pago móvil\n\nNo cuento con gofundme \n\nsolamente esta página y esa cuenta bancaria \n\nno tengo cuentas internacionales solamente Paypal\n\nhttps://t.co/OhFfEvX8oP https://t.co/vYtpEYGy0H,"Distrito Capital, Venezuela",0137799d4f960b21,admin,Feature,-67.162499,10.382554,-66.862707,10.567951,Distrito Capital,Point,-67.012603,10.4752525
1.37479E+18,0137799d4f960b21,9.92406E+17,2021-03-24T18:29:01.000Z,Banco Venezuela0102\n01020219110108812074\nCédula 19133967\n04143487104\nTengo pago móvil\n\nNo cuento con gofundme \n\nsolamente esta página y esa cuenta bancaria \n\nno tengo cuentas internacionales solamente Paypal\n\nhttps://t.co/OhFfEvX8oP https://t.co/XRyC3WhMUE,"Distrito Capital, Venezuela",0137799d4f960b21,admin,Feature,-67.162499,10.382554,-66.862707,10.567951,Distrito Capital,Point,-67.012603,10.4752525
1.37479E+18,5f6eb89a27398e90,1.14333E+18,2021-03-24T18:27:42.000Z,Help Raise Funds For Ann Penot's Recovery https://t.co/8JwSWwdind,"The Colony, TX",5f6eb89a27398e90,city,Feature,-96.932509,33.048438,-96.8509682,33.10959,The Colony,Point,-96.8917386,33.079014
1.37479E+18,18810aa5b43e76c7,30337871,2021-03-24T18:25:05.000Z,https://t.co/Kpf23R6Riq,"Dallas, TX",18810aa5b43e76c7,city,Feature,-96.977527,32.620678,-96.54598,33.019039,Dallas,Point,-96.7617535,32.8198585
1.37479E+18,0105a80417c159b4,291213975,2021-03-24T18:22:19.000Z,Jose (Duy) nos necesita https://t.co/gMnv4amIHK,"Barranquilla, Colombia",0105a80417c159b4,city,Feature,-74.925765,10.869528,-74.774101,11.04661776,Barranquilla,Point,-74.849933,10.95807288
1.37479E+18,26595dca9d293375,1045914812,2021-03-24T18:19:11.000Z,"hi friends, so about two weeks ago my dad had a stroke and it’s been hard finding the after hospital care he needs. He’s getting released tomorrow and we’re stuck so anything helps even your prayers or a share. thank you ❤️\nhttps://t.co/m9mI5lOOS3","Yorba Linda, CA",26595dca9d293375,city,Feature,-117.8462113,33.862324,-117.731799,33.9185247,Yorba Linda,Point,-117.7890052,33.89042435
1.37479E+18,01a9a39529b27f36,9.18989E+17,2021-03-24T18:16:18.000Z,https://t.co/9liNPQs3Ze We are building sensory boxes for Black and Brown children with learning differences.  These are the 1st 2 for two children so excited. Another great cause. #mu4blmnyc GET INVOLVED! https://t.co/4aaZomAacC,"Manhattan, NY",01a9a39529b27f36,city,Feature,-74.026675,40.683935,-73.910408,40.877483,Manhattan,Point,-73.9685415,40.780709
1.37479E+18,0b30aadf406d13cc,968795630,2021-03-24T18:15:55.000Z,Joe is amazing and never fails to make me ‘real’ smile. Billy you’re quality too 👍🏻Please support him on his inspirational fundraising 🤗⭐️ #differentlyabled @billymooreAPBD \nHelp Joe raise money for Alder Hey hospital https://t.co/kmTIBhBNIW,"Hounslow, London",0b30aadf406d13cc,city,Feature,-0.457966,51.420633,-0.243419,51.502851,Hounslow,Point,-0.3506925,51.461742
1.37479E+18,75ca7c28fdbeca9a,1.24568E+18,2021-03-24T18:13:24.000Z,"@StickyFingersCF @gofundme @Sacha_Lord Guys... \nspeak the the WIRC, seriously","Llantrisant, Wales",75ca7c28fdbeca9a,city,Feature,-3.4072603,51.5181498,-3.358563,51.5455914,Llantrisant,Point,-3.38291165,51.5318706
1.37478E+18,00c39537733fa112,3396543831,2021-03-24T17:56:14.000Z,COVID19 for compromised immune kidney transplant patient(5) https://t.co/2J5MNRXMHc via @YouTube https://t.co/ZVvOtfQYK4,"Queens, NY",00c39537733fa112,city,Feature,-73.962582,40.541722,-73.699793,40.8000371,Queens,Point,-73.8311875,40.67087955
1.37478E+18,7dde0febc9ef245b,626461692,2021-03-24T17:51:05.000Z,https://t.co/CN8vlxrssV,"Dublin City, Ireland",7dde0febc9ef245b,city,Feature,-6.387438,53.2987449,-6.1078047,53.4110598,Dublin City,Point,-6.24762135,53.35490235
1.37478E+18,7dde0febc9ef245b,2438283825,2021-03-24T17:50:57.000Z,https://t.co/JzorEVWHD7,"Dublin City, Ireland",7dde0febc9ef245b,city,Feature,-6.387438,53.2987449,-6.1078047,53.4110598,Dublin City,Point,-6.24762135,53.35490235
1.37478E+18,c386efac4d8d46d2,619604835,2021-03-24T17:48:25.000Z,https://t.co/AopMdegfNo,"Abilene, TX",c386efac4d8d46d2,city,Feature,-99.835853,32.321246,-99.665259,32.508856,Abilene,Point,-99.750556,32.415051
1.37478E+18,315b740b108481f6,51016965,2021-03-24T17:47:58.000Z,"Hello friends, \nCould you please help this project to move forward,? Please donate whatever you can.\n\nThank you very much.\nhttps://t.co/s3DjcF8vVb\n\n#fundraising #gofundme #donate","Manchester, England",315b740b108481f6,city,Feature,-2.319934,53.343623,-2.147026,53.5702824,Manchester,Point,-2.23348,53.4569527
1.37478E+18,315b740b108481f6,3424223068,2021-03-24T17:46:41.000Z,"Hello friends, \nCould you please help this project to move forward,? Please donate whatever you can.\n\nThank you very much.\nhttps://t.co/oQJ9KjD35c","Manchester, England",315b740b108481f6,city,Feature,-2.319934,53.343623,-2.147026,53.5702824,Manchester,Point,-2.23348,53.4569527
1.37478E+18,42e46bc3663a4b5f,4143008719,2021-03-24T17:46:25.000Z,"never thought i’d have to post this☹️\na donation, a share, anything is appreciated!\n\nhttps://t.co/yhcmuFlfal","Fort Worth, TX",42e46bc3663a4b5f,city,Feature,-97.538285,32.569477,-97.033542,32.990456,Fort Worth,Point,-97.2859135,32.7799665
1.37478E+18,c500c6f8494a90ac,3138026024,2021-03-24T17:42:02.000Z,Help Fota Wildlife Park if you can by renewing your membership or donating here  https://t.co/BKzNzIRKLB,"Cork, Ireland",c500c6f8494a90ac,city,Feature,-10.2254601,51.4192154,-7.8411533,52.3885113,Cork,Point,-9.0333067,51.90386335
1.37478E+18,2f5f5ba43ec2f5a9,1.18959E+18,2021-03-24T17:41:37.000Z,@christineniSF @gofundme @nbcbayarea 🙏😔♥️🕊️,"Hampton, VA",2f5f5ba43ec2f5a9,city,Feature,-76.451006,36.989568,-76.273546,37.112225,Hampton,Point,-76.362276,37.0508965
1.37478E+18,01fbe706f872cb32,1.34444E+18,2021-03-24T17:39:56.000Z,Chinese Grandma Who Fought Off Attacker to Donate Over $900K from GoFundMe to AAPI Community https://t.co/aMhSW1kYOc,"Washington, DC",01fbe706f872cb32,city,Feature,-77.119401,38.801826,-76.909396,38.9953797,Washington,Point,-77.0143985,38.89860285
1.37478E+18,01da9eb51e81da89,45748816,2021-03-24T17:37:57.000Z,EVERYTHING IS LOVE - Emy Taliana New Album https://t.co/wlBz5xAGAY,"Herriman, UT",01da9eb51e81da89,city,Feature,-112.0721726,40.478569,-111.9983279,40.5371752,Herriman,Point,-112.0352503,40.5078721
1.37478E+18,1d9a5370a355ab0c,1.00509E+18,2021-03-24T17:37:40.000Z,#lunch peeps please peep this #fundraiser for my best friend and overall amazing human. He is a #single #black #father and is currently #unemployed as he suffers from severe #ptsd. He needs your #help to stay afloat! Takes under a minute! #gofundme\n\nhttps://t.co/4Z8hxutwGP,"Chicago, IL",1d9a5370a355ab0c,city,Feature,-87.940033,41.644102,-87.523993,42.0230669,Chicago,Point,-87.732013,41.83358445
1.37478E+18,0012e2ce3513c7fb,1.11734E+18,2021-03-24T17:35:23.000Z,@hmusa @hm @gofundme 估计是凉了，在中国道歉的话，西方媒体必定手刃你，为啥非要装逼呢，逞英雄呢！,"Henan, People's Republic of China",0012e2ce3513c7fb,admin,Feature,110.32666,31.394718,116.641373,36.356102,Henan,Point,113.4840165,33.87541
1.37477E+18,488da0de4c92ac8e,323927157,2021-03-24T17:25:09.000Z,#SaveLinusBBQ from COVID Shutdown https://t.co/gfB7ARu85R,"Plano, TX",488da0de4c92ac8e,city,Feature,-96.85743,32.9971507,-96.612371,33.1253341,Plano,Point,-96.7349005,33.0612424
1.37477E+18,5a16f6443a850916,167954301,2021-03-24T17:22:42.000Z,hey my friend Marlow is raising money for his top surgery and doesn’t have a twitter so i’m sharing his gofundme link if you’re willing to donate/share!\n\nhttps://t.co/bRuVtv91oQ,"Vancouver, WA",5a16f6443a850916,city,Feature,-122.7134422,45.5825007,-122.4645067,45.6786765,Vancouver,Point,-122.5889745,45.6305886
1.37477E+18,6e0ed207f0c2d36b,191319275,2021-03-24T17:14:55.000Z,"Quick, fast, and in a hurry. I'll start the GoFundMe. https://t.co/B6bYrti8ZE","Suffolk, VA",6e0ed207f0c2d36b,city,Feature,-76.668194,36.698303,-76.402862,36.92173,Suffolk,Point,-76.535528,36.8100165
1.37477E+18,0068bc1a061e33c3,2280630042,2021-03-24T17:13:20.000Z,https://t.co/djxlXcZC8S @gofundme,"San Jacinto, CA",0068bc1a061e33c3,city,Feature,-117.0394832,33.751357,-116.919422,33.818476,San Jacinto,Point,-116.9794526,33.7849165
1.37477E+18,011add077f4d2da3,1164325669,2021-03-24T17:10:24.000Z,"https://t.co/VOzeIn6Nqq \nThis is my Nephew Nicholas. He, his wife and son lost everything Sunday in a devastating fire. His beloved dog and cats perished in the blaze. Nicholas is a US Army veteran and served our country in Afghanistan. Any donation big or small is appreciated.","Brooklyn, NY",011add077f4d2da3,city,Feature,-74.041878,40.570842,-73.855673,40.739434,Brooklyn,Point,-73.9487755,40.655138
1.37477E+18,01fbe706f872cb32,1.34805E+18,2021-03-24T17:09:28.000Z,MTA support to Oromo victims in Wallo https://t.co/Mzy1EYbOLW,"Washington, DC",01fbe706f872cb32,city,Feature,-77.119401,38.801826,-76.909396,38.9953797,Washington,Point,-77.0143985,38.89860285
1.37477E+18,4ec01c9dbc693497,1.23854E+18,2021-03-24T17:08:58.000Z,Help Hector receive his Hero Arm https://t.co/DRK7USdU4x,"Florida, USA",4ec01c9dbc693497,admin,Feature,-87.634643,24.396308,-79.974307,31.001056,Florida,Point,-83.804475,27.698682
1.37477E+18,3e20eaf0dc70acfe,3292115119,2021-03-24T17:07:39.000Z,Andy's Cheat Sheet Charity of the Month https://t.co/NbfN152wMj,"Stockton-on-Tees, England",3e20eaf0dc70acfe,city,Feature,-1.372296,54.538762,-1.2717038,54.600693,Stockton-on-Tees,Point,-1.3219999,54.5697275
1.37477E+18,4e1f10a172f7a2ab,632248694,2021-03-24T16:59:28.000Z,@luke_drennan We should do a Gofundme for them.,"Parole, MD",4e1f10a172f7a2ab,city,Feature,-76.608815,38.9536925,-76.502639,39.03047,Parole,Point,-76.555727,38.99208125
1.37477E+18,5970723cbb8cc66e,1504485193,2021-03-24T16:55:33.000Z,"Hi,\n\nI'd really appreciate it if you would share or donate to this GoFundMe,\n\n*My Grandpas medical expenses*\n\nhttps://t.co/D3HW2KaxYC","Aguascalientes, México",5970723cbb8cc66e,city,Feature,-102.588385,21.6229381,-102.066029,22.0759801,Aguascalientes,Point,-102.327207,21.8494591
1.37477E+18,3078869807f9dd36,35611038,2021-03-24T16:54:57.000Z,A propose a GoFundMe to widen Suez. Here’s my blueprint free of charge. https://t.co/lcKaXak5Qp,"Berlin, Germany",3078869807f9dd36,city,Feature,13.088304,52.338079,13.760909,52.675323,Berlin,Point,13.4246065,52.506701
1.37477E+18,a592bd6ceb1319f7,40816867,2021-03-24T16:50:05.000Z,a construction tradesman had his work truck AND tools stolen from his home the other night. Found the truck. Still no tools to work with. Please share with your viewers \n\nhttps://t.co/f6wfn8vkRE\n@KUSINews \n@fox5sandiego\n@cbs8\n@nbcsandiego\n@10news,"San Diego, CA",a592bd6ceb1319f7,city,Feature,-117.282538,32.53962,-116.9274403,33.0804044,San Diego,Point,-117.1049892,32.8100122
1.37476E+18,7b93be1d864cedbb,400807854,2021-03-24T16:47:52.000Z,"please help my little cousins and their family get their dog from DR to Atlanta, they had to move to the US and couldn’t bring larry 😔\n\nhttps://t.co/Ku5hw40Q00 https://t.co/RMN6qR37Tn","Providence, RI",7b93be1d864cedbb,city,Feature,-71.4741855,41.772455,-71.369479,41.861713,Providence,Point,-71.42183225,41.817084
1.37476E+18,0cbfb5dccb8131b8,132472641,2021-03-24T16:46:49.000Z,Myself and a few of the @Two_Brews_ team will be taking to the street to raise awareness and raise money for our group. Staying on the streets alongside our homeless friends for 48hours.\n\nhttps://t.co/iY7k2EvkMV\n\nRT @DeBruyneKev @alanhalsall @andywhyment81 @Tyson_Fury,"North West, England",0cbfb5dccb8131b8,admin,Feature,-3.640636998,52.94713131,-1.909625983,55.18887875,North West,Point,-2.775131491,54.06800503
1.37476E+18,3b77caf94bfc81fe,1.33028E+18,2021-03-24T16:46:00.000Z,@gofundme I need you all to reach out to me at thenewhorizons@icloud.com about missing deposits from my fundraiser.,"Los Angeles, CA",3b77caf94bfc81fe,city,Feature,-118.668404,33.704538,-118.155409,34.337041,Los Angeles,Point,-118.4119065,34.0207895
1.37476E+18,0cbfb5dccb8131b8,132472641,2021-03-24T16:45:29.000Z,Myself and a few of the @Two_Brews_ team will be taking to the street to raise awareness and raise money for our group. Staying on the streets alongside our homeless friends for 48hours.\n\nhttps://t.co/iY7k2EvkMV\n\nRT @MarcusRashford @zackstef_23 @Kalvinphillips @nathanpeats9,"North West, England",0cbfb5dccb8131b8,admin,Feature,-3.640636998,52.94713131,-1.909625983,55.18887875,North West,Point,-2.775131491,54.06800503
1.37476E+18,129720e180d0dd20,132472641,2021-03-24T16:44:51.000Z,Myself and a few of the @Two_Brews_ team will be taking to the street to raise awareness and raise money for our group. Staying on the streets alongside our homeless friends for 48hours.\n\nhttps://t.co/iY7k2EvkMV\n\nRT @D_LUSSICK @Laporte @GNev2 @LeighCenturions @IlkayGuendogan,"Leigh, England",129720e180d0dd20,city,Feature,-2.532847,53.479202,-2.476207,53.523912,Leigh,Point,-2.504527,53.501557
