created_at,text,geo__place_id,place_info__country_code,place_info__name,place_info__country,place_info__geo__bbox__001,place_info__geo__bbox__002,place_info__geo__bbox__003,place_info__geo__bbox__004,place_info__full_name,place_info__state,geo__coordinates__type,Longitude,Latitude
2021-03-24T16:14:05.000Z,@KaraNextWeek Maybe while we're still young we should launch our own transit co-op and start putting our 401ks/savings/etc... into a Susu (old lady mutual aid.) 😍,e4a0d228eb6be76b,US,Philadelphia,United States,-75.280284,39.871811,-74.955712,40.13792,"Philadelphia, PA",Pennsylvania,,-75.117998,40.0048655
2021-03-24T03:18:22.000Z,"As a mutual aid organizer doing community work, I’m really happy to have received the 1st dose of the Pfizer vaccine today (w/ @BernieSanders by my side) 😉\n\nCan’t believe a year ago, we started @BXMutualAidNtwk &amp; a year later, I’m vaccinated + ready to bid goodbye to #COVID19 💉 https://t.co/keLvN27kEo",0fc3a491ad95b001,US,North Central Bronx Hospital,United States,-73.881526,40.8804413,-73.881526,40.8804413,North Central Bronx Hospital,New York,,-73.881526,40.8804413
2021-03-23T20:43:19.000Z,Happening now: @DontShootPdx is hosting a panel on YouTube for their Spring Break Out series. They’re discussing mutual aid and explaining what it is. \n\nWe’ll have a recap on @KOINNews https://t.co/bfoK7ZuIRu,ac88a4f17a51c7fc,US,Portland,United States,-122.79007,45.421863,-122.47175,45.6509405,"Portland, OR",Oregon,,-122.63091,45.5364018
2021-03-23T13:22:48.000Z,@basche42 Incidentally I know some people who are interested in building an online system for systematic and scalable mutual aid but they’re nontechnical and looking for a developer. Any interest in helping out or know anyone who may be ?,006b48995ede9bcc,US,Gilbert,United States,-111.84224,33.204608,-111.63489,33.3858215,"Gilbert, AZ",Arizona,,-111.73857,33.2952148
2021-03-22T17:57:31.000Z,Let’s all do the work to try to bring our communities together by educating and healing. Find the mutual aid orgs in your area and see how you can help. Follow @HometownAction for my Alabama friends.✌🏻😘,288de3df481163e8,US,Alabama,United States,-88.473228,30.144425,-84.888247,35.008029,"Alabama, USA",Alabama,,-86.680738,32.576227
2021-03-22T03:20:31.000Z,"Thanks to @weardiop for writing about the origins of this IG page, how I started working mutual aid with @esmutualaid and life during the pandemic. ❤️ @ Detroit, Michigan https://t.co/qerdqo0BRN",b463d3bd6064861b,US,Detroit,United States,-83.288056,42.255085,-82.91052,42.450488,"Detroit, MI",Michigan,Point,-83.0507,42.3368
2021-03-22T02:23:59.000Z,"Volunteers of the Association along with mutual aid partners from Homer City and Clymer are on the scene of a commercial structure fire behind Spaghetti Benders, 563 Philadelphia Street, Indiana Borough. https://t.co/K4vDxLIrzB",d88a5def1d7e9609,US,Indiana,United States,-79.213942,40.5860237,-79.089163,40.656614,"Indiana, PA",Pennsylvania,Point,-79.150119,40.6231053
2021-03-21T16:57:55.000Z,"Mutual Aid, Abolition And Movements - https://t.co/rjHKapfCg3 https://t.co/7RCncXS6rS via @PopResistance",8173485c72e78ca5,US,Atlanta,United States,-84.576827,33.6475029,-84.289385,33.8868859,"Atlanta, GA",Georgia,,-84.433106,33.7671944
2021-03-21T02:49:26.000Z,we may be slowly turning the corner on this pandemic but many of our neighbors still need our support - join me in purchasing items for the JC Mutual Aid Society who get these necessities to the people who need them https://t.co/UwLH6aSwM5,01b109414d4dbc71,US,Wall,United States,-74.140097,40.098449,-74.034044,40.234362,"Wall, NJ",New Jersey,,-74.087071,40.1664055
2021-03-21T00:21:44.000Z,Mutual aid groups are spread throughout the park offering services to the community. @MatzahBloc is here with a table full of drinks and snacks. @PlantBloc is here giving away seeds and plants. @PDX_Care is also here offering their services! \n\nClick on the accounts to learn more https://t.co/D0KiFfXQTE,ac88a4f17a51c7fc,US,Portland,United States,-122.79007,45.421863,-122.47175,45.6509405,"Portland, OR",Oregon,,-122.63091,45.5364018
2021-03-20T22:12:05.000Z,"BIG THANKS to those who came to our 14 year anniversary foodshare! New &amp; old faces, delicious meals, free showers AND laundry. Mutual aid is vital in any community and we are grateful for the hands that share time, resources &amp; food. 🙌🏼❤️ #foodnotbombs #westpalmbeach #mutualaid https://t.co/oPuH6gJyNa",4de072969805ac41,US,West Palm Beach,United States,-80.2006,26.644671,-80.044639,26.7991205,"West Palm Beach, FL",Florida,,-80.12262,26.7218958
2021-03-20T21:13:00.000Z,"Thanks to your donations, the Read/Write Library is able to schedule a pickup for BSA to distribute goods with mutual aid pantries in Chicago. Next weekend we'll run the remaining funds over. https://t.co/YFv7RvKSCU",1d9a5370a355ab0c,US,Chicago,United States,-87.940033,41.644102,-87.523993,42.0230669,"Chicago, IL",Illinois,,-87.732013,41.8335845
2021-03-20T18:22:10.000Z,"FINALLY able to shower/laundry/etc in my own home for the 1st time in a MONTH- such a relief. still have more repairs/fixes needed, but I‚Äôm grateful we have necessities since the #TexasFreeze ‚Äî many ppl still do not. pls donate to mutual aid/food&amp;water drives if able",5280739904d0ef48,US,The Woodlands,United States,-95.661376,30.10764,-95.418329,30.254863,"The Woodlands, TX",Texas,,-95.539853,30.1812515
2021-03-20T14:06:10.000Z,Just picked up some cool merch in support of mutual aid organization @SportulaEurope https://t.co/qIlPtOZHAs #ResDiff2,7d62cffe6f98f349,US,San Jose,United States,-122.03531,37.193164,-121.71215,37.469154,"San Jose, CA",California,,-121.87373,37.331159
2021-03-20T13:18:07.000Z,Planning on participating and helping with mutual aid today or tomorrow. Let me know if you want to join!,a612c69b44b2e5da,US,Arizona,United States,-114.81827,31.3322463,-109.04515,37.004261,"Arizona, USA",Arizona,,-111.93171,34.1682537
2021-03-20T10:34:48.000Z,"Mutual Aid is equitable, not a donation.",00f751614d8ce37b,US,Richmond,United States,-77.601044,37.447046,-77.385297,37.61272,"Richmond, VA",Virginia,,-77.493171,37.529883
2021-03-20T04:59:22.000Z,Tell them about the mutual aid work you do and specify that it has no barrier to entry or means testing. They'll typically respond really well to hearing that you wake up at 6:00am on Sundays to help with Food Not Bombs.,de599025180e2ee7,US,Ohio,United States,-84.820309,38.403186,-80.518626,42.327133,"Ohio, USA",Ohio,,-82.669467,40.3651595
2021-03-19T20:30:42.000Z,"Our mutual aid hub is open for supply drop off, pick up, and redistribution!\n\n📍2161 University Ave W., St. Paul\n• Wednesday &amp; Friday 3pm–7pm\n• Saturday &amp; Sunday 10am–2pm https://t.co/Ci9bb1ONMJ",60e2c37980197297,US,St Paul,United States,-93.207783,44.8907521,-93.003514,44.992279,"St Paul, MN",Minnesota,,-93.105649,44.9415156
2021-03-19T18:46:17.000Z,"thanks for hookin’ it up again Warren! I keep preaching, mutual aid is all about connections connections connections and it’s a small world before you know it. https://t.co/iV6vADJYbU",6ffcf3b0b904bbcb,US,Kentucky,United States,-89.57151,36.497129,-81.964971,39.147359,"Kentucky, USA",Kentucky,,-85.768241,37.822244
2021-03-19T16:28:24.000Z,https://t.co/WSWsyrqvel,01b830b56373fb7b,US,Mount Helix,United States,-117.00574,32.7445441,-116.92786,32.7869773,"Mount Helix, CA",California,,-116.9668,32.7657607
2021-03-19T14:59:09.000Z,"This week = #Ward6MutualAid‚Äôs One Year Anniversary! ‚ú® As always, thankful to @ServeYourCityDC for serving as #W6MA‚Äôs hub ‚Äî &amp; grateful for being part of a mutual aid network who believes that here in #DC ‚Äî #WeKeepUsSafe through #solidarityNOTcharity. ‚û°Ô∏è https://t.co/r5hD4IpClR ‚û°Ô∏è https://t.co/LIaaFMam44",01fbe706f872cb32,US,Washington,United States,-77.119401,38.801826,-76.909396,38.9953797,"Washington, DC",District of Columbia,,-77.014399,38.8986029
2021-03-19T05:59:04.000Z,@howell5917 @UWBIPOCCo @AboutFreedomInc You can also donate to @AboutFreedomInc and local mutual aid groups.\nhttps://t.co/iY5c33db6z,7dc5c6d3bfb10ccc,US,Wisconsin,United States,-92.889433,42.491921,-86.24955,47.309715,"Wisconsin, USA",Winsconsin,,-89.569492,44.900818
2021-03-19T02:36:23.000Z,“It’s the mutual aid for me.” 👨‍👨‍👧‍👦 #ChosenFamily @ University of Kentucky https://t.co/qGO1URNNYa,6ffcf3b0b904bbcb,US,Kentucky,United States,-89.57151,36.497129,-81.964971,39.147359,"Kentucky, USA",Kentucky,Point,-84.503807,38.0359749
2021-03-19T02:10:46.000Z,"New @StreetFightWCRS shirt comfy and in fat guy sizes, while supporting mutual aid. https://t.co/P6KTfi3rqb",5b217454f4bd5f04,US,Brookfield,United States,-87.861584,41.805304,-87.831588,41.842603,"Brookfield, IL",Illinois,,-87.846586,41.8239535
2021-03-18T20:29:38.000Z,"#solidarityNOTcharity means keeping the work going, because the need here in #WashingtonDC will continue long after the pandemic is over.Consider becoming a recurring donor TODAY! ‚û°Ô∏è Your support makes Mutual Aid possible into the future. https://t.co/F30sUi9f3p \n#WeKeepUsSafe https://t.co/N0N4ox9lhR",01fbe706f872cb32,US,Washington,United States,-77.119401,38.801826,-76.909396,38.9953797,"Washington, DC",District of Columbia,,-77.014399,38.8986029
2021-03-18T17:33:29.000Z,Like they didn’t even try... Not even a little mutual aid program? Fund to the families? Or anything for a matter fact. All we got is a hashtag &amp; useless public statements? If you gon grift at least do it right &amp; put a little effort into it 😕 https://t.co/IJu2Malr8y,7dda05213481260c,US,Gainesville,United States,-82.421473,29.600496,-82.239066,29.745847,"Gainesville, FL",Florida,,-82.33027,29.6731715
2021-03-18T15:17:59.000Z,mutual aid and bored young’uns and dirty coffee pots and generational poverty and green beans! this week on @intotheabiscuit ! oh and I read some poems too. Y’all give it a listen. https://t.co/ANCXwwDCfr,6ffcf3b0b904bbcb,US,Kentucky,United States,-89.57151,36.497129,-81.964971,39.147359,"Kentucky, USA",Kentucky,,-85.768241,37.822244
2021-03-18T15:00:14.000Z,"Consider donating your stimulus check to the ABCF Warchest, which supports 20 political prisoners every month (&amp; has since 1999)! Commissary funds for incarcerated comrades are also mutual aid! 💓 https://t.co/d24tTSCKOp\n\nhttps://t.co/fyYUDlO6Mr",1d9a5370a355ab0c,US,Chicago,United States,-87.940033,41.644102,-87.523993,42.0230669,"Chicago, IL",Illinois,,-87.732013,41.8335845
2021-03-18T14:41:16.000Z,Help support the victims and their families from Atlanta by donating here. @AAAJ_Atlanta are rooted in community and have been working nonstop on so many issues from mutual aid to voter suppression and civic engagement in Georgia https://t.co/UTFSrVaCqA,3b77caf94bfc81fe,US,Los Angeles,United States,-118.6684,33.704538,-118.15541,34.337041,"Los Angeles, CA",California,,-118.41191,34.0207895
2021-03-18T12:38:57.000Z,@Vbmaier There are several mutual aid Facebook groups locally. Here's one: https://t.co/B2ypGiFjnc,94779fa8bb1f79a8,US,Brighton,United States,-77.694219,43.087472,-77.516194,43.167065,"Brighton, NY",New York,,-77.605207,43.1272685
2021-03-18T05:52:03.000Z,So proud of our 10th grade students and teachers who have designed an amazing mutual aid project. #GoEagles 🦅 https://t.co/Vk1YY6o9CG,300bcc6e23a88361,US,Seattle,United States,-122.43623,47.4953154,-122.22497,47.734319,"Seattle, WA",Washington,,-122.3306,47.6148172
2021-03-18T03:09:13.000Z,Hate crimes against all POC have been on the rise for the last four years. It’s disgusting. It’s 2021 and somehow we still have people who believe this backwards belief. Stimmies just hit so if you can I’ll attach links to mutual aid donations that go directly to communities not,737fcb9daae404ac,US,Boise,United States,-116.37449,43.510172,-116.10151,43.685894,"Boise, ID",Idaho,,-116.238,43.598033
2021-03-17T23:20:29.000Z,The Queens Kids tee restock / now available in XXL exclusively online. \nAll profits from online sales will be used to buy supplies for @centrocorona ‘s mutual aid network.❤️\n⠀⠀⠀⠀⠀⠀⠀⠀⠀\nFirst drop of Spring / Summer ‘21 is in the works 💐#somosny\nhttps://t.co/TJWctNAQNY https://t.co/VB2Dxj89CS,00c39537733fa112,US,Queens,United States,-73.962582,40.541722,-73.699793,40.8000371,"Queens, NY",New York,,-73.831188,40.6708796
2021-03-17T21:12:28.000Z,The Queens Kids restock and now now available in XXL. \nWe will continue to use all profits from online sales to buy supplies for Centro Corona’s mutual aid network. ❤️ #somosny\nhttps://t.co/TJWctNAQNY https://t.co/oJXJVuCTbV,00c39537733fa112,US,Queens,United States,-73.962582,40.541722,-73.699793,40.8000371,"Queens, NY",New York,,-73.831188,40.6708796
2021-03-17T20:39:13.000Z,Thank you for including Bicycle Meals along side some incredible mutual aid groups. https://t.co/KqnEKPxynj,3b77caf94bfc81fe,US,Los Angeles,United States,-118.6684,33.704538,-118.15541,34.337041,"Los Angeles, CA",California,,-118.41191,34.0207895
2021-03-17T04:53:23.000Z,check out the link in my bio. Note: not all links posted there are mutual aid/ sw / queer focused. I will update if I can find a more specific link tree. Please considering joining me in donating.,590c1000bfb45cf6,US,North Druid Hills,United States,-84.348497,33.799908,-84.303938,33.840414,"North Druid Hills, GA",Georgia,,-84.326218,33.820161
2021-03-17T04:53:23.000Z,"I‚Äôm matching donations to @AAAJ_Atlanta and @RedCanarySong, as well as any other mutual aid funds centering Asian sex workers and LGBTQ+ Asians (send them my way if u come across them)",590c1000bfb45cf6,US,North Druid Hills,United States,-84.348497,33.799908,-84.303938,33.840414,"North Druid Hills, GA",Georgia,,-84.326218,33.820161
2021-03-16T03:14:45.000Z,"Rogers Park Free Store, Mutual Aid Project https://t.co/nQcXyuEZtN",1d9a5370a355ab0c,US,Chicago,United States,-87.940033,41.644102,-87.523993,42.0230669,"Chicago, IL",Illinois,,-87.732013,41.8335845
2021-03-16T03:02:22.000Z,"@hamdia_ahmed Hey Hamida! What is the source of this info , I‚Äôm part of a mutual aid group in Jersey City and would love to make this apart of our houseless outreach.",b046074b1030a44d,US,Jersey City,United States,-74.107995,40.666879,-74.025331,40.769124,"Jersey City, NJ",New Jersey,,-74.066663,40.7180015
2021-03-16T03:01:12.000Z,"@blackstarfarmer, @ithke79 and Dr. Jeff Hou's mutual aid efforts to end food deserts are honored by the @SFMOMA. \nhttps://t.co/FIuL0si7dd",300bcc6e23a88361,US,Seattle,United States,-122.43623,47.4953154,-122.22497,47.734319,"Seattle, WA",Washington,,-122.3306,47.6148172
2021-03-16T00:49:54.000Z,It’s officially #Ward6MutualAid’s One Year Anniversary! ✨ Thankful to @ServeYourCityDC for serving as #W6MA’s hub — and grateful for being part of a mutual aid network who believes that here in #DC — #WeKeepUsSafe through #solidarityNOTcharity. ➡️ https://t.co/r5hD4IpClR ➡️ https://t.co/5hTs03VnD2,01fbe706f872cb32,US,Washington,United States,-77.119401,38.801826,-76.909396,38.9953797,"Washington, DC",District of Columbia,,-77.014399,38.8986029
2021-03-15T23:35:14.000Z,New Biz action items: Board approves county administrator’s ability to update mutual aid agreement. Next up is a resolution to approve the county’s pursuit of grant funds from Commonwealth Transportation Board for development of infrastructure at Shannon Hill Biz Park. Approved.,5635c19c2b5078d1,US,Virginia,United States,-83.67529,36.540739,-75.16644,39.466012,"Virginia, USA",Virginia,,-79.420865,38.0033755
2021-03-15T22:19:53.000Z,Consider donating part or all of your stimulus to the In'Lakesh Relied Fund. In'Lakesh is an emergency fund of solidarity and mutual aid for residents of Santa Ana and Orange County most impacted by covid-19.\n\nhttps://t.co/aMI8EPmIuw https://t.co/5BHJ5JZSg0,0562e9e53cddf6ec,US,Santa Ana,United States,-117.94405,33.691774,-117.83083,33.78821,"Santa Ana, CA",California,,-117.88744,33.739992
2021-03-15T21:32:57.000Z,"""Perhaps it doesn’t take a village to raise a city, but rather to save one."" -John Staughton \n\nCheck out this article! John does a great job showcasing the work mutual-aid groups do in Denver! 💖\n\nhttps://t.co/eViaABUmFv",b49b3053b5c25bf5,US,Denver,United States,-105.10982,39.614151,-104.73437,39.812975,"Denver, CO",Colorado,,-104.92209,39.713563
2021-03-15T20:36:12.000Z,"#solidarityNOTcharity means keeping the work going, because the need here in #WashingtonDC will continue long after the pandemic is over.\n\nConsider becoming a recurring donor TODAY! ➡️ Your support makes Mutual Aid possible into the future. https://t.co/F30sUi9f3p \n#WeKeepUsSafe https://t.co/ThUBHk9LBc",01fbe706f872cb32,US,Washington,United States,-77.119401,38.801826,-76.909396,38.9953797,"Washington, DC",District of Columbia,,-77.014399,38.8986029
2021-03-15T15:41:46.000Z,Keep supporting Virya's work! 💗\n\nMutual Aid Monday is still on today! Check out @kelsangv profile for more details! ❄🧤\n\nAlso check out their work from this weekend: https://t.co/IfP8IMHYoX https://t.co/B9HaOgkXnc,b49b3053b5c25bf5,US,Denver,United States,-105.10982,39.614151,-104.73437,39.812975,"Denver, CO",Colorado,,-104.92209,39.713563
2021-03-15T12:49:07.000Z,The thing about mutual aid is its run by real people dealing with real shit 🗣🗣 https://t.co/vTpRspXDiV,e0060cda70f5f341,US,Texas,United States,-106.64565,25.837092,-93.508131,36.500695,"Texas, USA",Texas,,-100.07689,31.1688935
2021-03-15T11:33:27.000Z,Yesterday @BSFDInfo w/ mutual aid depts handled a W/F in W. Bay Shore. Due to heavy winds &amp; hoarding conditions crews had to go exterior before moving interior. Cause is under investigation A/T/T @BillyGoldfeder @thefirenews @SuffolksBravest 📸#crossbuffjrphotography #AJI #cBJP https://t.co/FFFbUbAY3z,00c39537733fa112,US,Queens,United States,-73.962582,40.541722,-73.699793,40.8000371,"Queens, NY",New York,,-73.831188,40.6708796
2021-03-15T04:18:03.000Z,"ManyCommunities are showing support in various ways, from social media activism to mutual aid efforts, which starting to heighten awareness surrounding racism against Asian Americans, which can be ingrained &amp; subtle,ranging from racially insensitive incidents to physical attacks.",01fbe706f872cb32,US,Washington,United States,-77.119401,38.801826,-76.909396,38.9953797,"Washington, DC",District of Columbia,,-77.014399,38.8986029
2021-03-15T00:53:05.000Z,💜💜💜Our Year of Mutual Aid https://t.co/sewHRk3nKW,01fbe706f872cb32,US,Washington,United States,-77.119401,38.801826,-76.909396,38.9953797,"Washington, DC",District of Columbia,,-77.014399,38.8986029
2021-03-14T21:10:53.000Z,"Second dose down at Yankee Stadium!\n\nI’m well on my way to being vaccinated against #COVID &amp; protecting everyone around me.\n\nFeeling really overwhelmed rn. Campaigning, doing mutual aid, etc in the pandemic has been scary as an asthmatic, but this gives me confidence. https://t.co/JHZS0Q4XbH",002e24c6736f069d,US,Bronx,United States,-73.933612,40.785365,-73.765271,40.91533,"Bronx, NY",New York,,-73.849442,40.8503475
2021-03-14T04:09:09.000Z,This blew up! Thank you for all of the love.\nI spent the morning volunteering at a vaccine site run by Fort Greene / Clinton Hill Mutual Aid you can donate to them here https://t.co/HY1kv4m3Js\nOr sign up to volunteer at a vaccine or food bank with themhttps://t.co/48qvshICE9,011add077f4d2da3,US,Brooklyn,United States,-74.041878,40.570842,-73.855673,40.739434,"Brooklyn, NY",New York,,-73.948776,40.655138
2021-03-14T02:18:16.000Z,"The collective work of mutual aid is vital to moving toward a more equitable future. We must shift away from the mindset that the fridges are ‚Äúcharity,‚Äù in which the powerful designate resources for the powerless. Mutual aid aims to empower ALL through the act of solidarity https://t.co/1a8GZ3r8Mz",1661ada9b2b18024,US,Wichita,United States,-97.534906,37.562483,-97.152924,37.80531,"Wichita, KS",Kansas,,-97.343915,37.6838965
2021-03-13T23:05:58.000Z,"@OZTENRAY @jtcruz94 @ColeMcDermott16 @ThunderGat @bocxtop At least half the disabled people I know in Minneapolis depend on mutual aid to pay their bills, because disability benefits don't pay enough and go away if you get married. YOU don't like it, because it reminds you that people need help.",8e9665cec9370f0f,US,Minneapolis,United States,-93.329515,44.889964,-93.194578,45.051257,"Minneapolis, MN",Minnesota,,-93.262047,44.9706105
2021-03-13T21:08:29.000Z,".@kamilalyciaa is an OG member of GKMC &amp; she is also an incredible writer, poet &amp; activist. Alycia has been a strong member of the organization and friend to many. She created the idea around our mutual aid program back in March of last year and continues to head it to this day. https://t.co/ZfX8VNbc2U",1d9a5370a355ab0c,US,Chicago,United States,-87.940033,41.644102,-87.523993,42.0230669,"Chicago, IL",Illinois,,-87.732013,41.8335845
2021-03-13T19:56:16.000Z,Queens of mutual aid @TS_Candii 💜💜💜💜 https://t.co/buFGiQpl8n,002e24c6736f069d,US,Bronx,United States,-73.933612,40.785365,-73.765271,40.91533,"Bronx, NY",New York,,-73.849442,40.8503475
2021-03-13T18:30:36.000Z,Volunteers from JC Mutual Aid Society collecting donations till 3 pm outside @wordbookstores on the Ped Plaza. https://t.co/P6NDCbajQf,b046074b1030a44d,US,Jersey City,United States,-74.107995,40.666879,-74.025331,40.769124,"Jersey City, NJ",New Jersey,,-74.066663,40.7180015
2021-03-13T16:04:36.000Z,We‚Äôve been working on this fridge for months as a community vision for more love and food security that came out of our mutual aid efforts and it‚Äôs finally launching tomorrow at 1pm. If you‚Äôre around stop by and drop off some goods. ‚ù§Ô∏è https://t.co/GMT9lcDS8z,00c39537733fa112,US,Queens,United States,-73.962582,40.541722,-73.699793,40.8000371,"Queens, NY",New York,,-73.831188,40.6708796
2021-03-13T08:11:58.000Z,@Lumb_PDX @precatlady @acab_bitch How WE mutual aid porn,ac88a4f17a51c7fc,US,Portland,United States,-122.79007,45.421863,-122.47175,45.6509405,"Portland, OR",Oregon,,-122.63091,45.5364018
2021-03-13T06:37:44.000Z,@BaltCoFire and @BaltimoreFire are defensively operating on a fully involved and collapsed house fire in the 7500 block of Belair Rd. @BCFDL734 T30 and SQ54 go mutual aid. #WorkingFire #Collapsed https://t.co/lXm3T2HiMi,c0b8e8dc81930292,US,Baltimore,United States,-76.711521,39.197211,-76.529443,39.372215,"Baltimore, MD",Maryland,,-76.620482,39.284713
2021-03-13T03:09:52.000Z,Mutual aid networks like @MNcovidsitters didn‚Äôt solve our problems ‚Äî not even close. But they give us a starting point and a reminder that we have opportunities to be and do better.,8e9665cec9370f0f,US,Minneapolis,United States,-93.329515,44.889964,-93.194578,45.051257,"Minneapolis, MN",Minnesota,,-93.262047,44.9706105
2021-03-13T03:02:59.000Z,"Finally, to emphasize the point so eloquently stated by the fierce, brilliant @jiatolentino: mutual aid networks are not just feel-good fluff. They are hard work. They fill the voids left by greed, ignorance and institutionalized apathy. https://t.co/4hX2ayvwSp",8e9665cec9370f0f,US,Minneapolis,United States,-93.329515,44.889964,-93.194578,45.051257,"Minneapolis, MN",Minnesota,,-93.262047,44.9706105
